asset_id,timestamp,component_id,component_type,temperature,vibration,oil_pressure,fuel_pressure,rpm,hydraulic_pressure,battery_voltage,coolant_temperature,operating_hours,load_percentage,ambient_temperature,anomaly_label,failure_within_50_hours
A012,16-01-2025 20:00,A012-ENG,Engine,104.761,6.66,63.585,50.994,1848.117,127.001,22.803,84.185,713,69.289,40.528,1,1
A012,17-01-2025 00:00,A012-ENG,Engine,100.241,5.328,61.633,54.223,1704.645,127.977,22.621,87.562,727,87.813,28.314,1,1
A012,17-01-2025 02:00,A012-ENG,Engine,87.807,4.677,73.413,50.894,1782.317,146.786,22.856,85.158,543,87.144,31.141,1,1
A012,17-01-2025 06:00,A012-ENG,Engine,88.422,3.666,65.613,51.72,1749.627,158.952,22.683,81.778,581,76.954,29.184,1,1
A012,17-01-2025 11:00,A012-ENG,Engine,86.21,4.272,72.703,52.067,1762.523,137.896,22.862,83.976,834,70.674,23.206,1,1
A012,17-01-2025 13:00,A012-ENG,Engine,86.196,3.58,69.432,51.286,1796.461,139.792,23.127,84.135,799,82.297,26.982,1,0
A013,01-01-2025 02:00,A013-ENG,Engine,74.762,2.592,83.81,56.777,1834.762,147.698,23.632,76.105,195,39.872,38.12,0,0
A013,01-01-2025 04:00,A013-ENG,Engine,75.879,2.14,81.556,53.28,1822.873,152.494,23.919,75.724,259,51.403,39.446,0,0
A013,01-01-2025 06:00,A013-ENG,Engine,76.137,1.861,80.453,56.725,1951.197,151.697,24.082,77.627,498,44.373,30.202,0,0
A013,01-01-2025 07:00,A013-ENG,Engine,73.409,2.726,80.774,54.378,1766.923,138.629,24.492,72.459,176,57.694,31.463,0,0
A013,01-01-2025 15:00,A013-ENG,Engine,78.553,2.415,73.828,56.233,1726.896,150.994,24.167,74.416,318,52.174,34.096,0,0
A013,01-01-2025 16:00,A013-ENG,Engine,70.474,2.55,75.897,55.037,1927.639,145.295,24.363,75.79,168,54.197,25.656,0,0
A013,01-01-2025 17:00,A013-ENG,Engine,68.425,2.451,77.673,56.752,1840.69,143.244,24.165,75.08,449,61.558,26.415,0,1
A013,01-01-2025 18:00,A013-ENG,Engine,74.302,2.522,75.307,54.601,1933.358,159.984,24.095,77.5,257,48.719,36.766,0,0
A013,01-01-2025 20:00,A013-ENG,Engine,74.614,2.214,73,55.236,1716.206,149.443,23.637,72.782,287,41.532,30.505,0,0
A013,02-01-2025 00:00,A013-ENG,Engine,75.697,2.622,77.339,54.96,1848.114,148.263,23.882,73.798,139,52.754,19.977,0,0
A013,02-01-2025 01:00,A013-ENG,Engine,75.857,3.01,76.656,52.82,1898.232,153.244,24.082,74.576,394,57.999,28.443,0,0
A013,02-01-2025 04:00,A013-ENG,Engine,71.711,2.262,73.177,55.466,1747.288,154.902,23.598,77.164,467,45.464,35.159,0,0
A013,02-01-2025 07:00,A013-ENG,Engine,78.158,2.781,80.868,53.349,1780.495,147.462,24.25,78.054,483,58.477,30.474,0,0
A013,02-01-2025 10:00,A013-ENG,Engine,68.084,2.905,81.096,56.632,1792.736,153.163,23.868,76.934,252,56.204,30.556,0,0
A013,02-01-2025 12:00,A013-ENG,Engine,72.783,2.715,74.153,54.918,1797.545,153.234,23.95,73.654,430,74.882,32.173,0,0
A013,02-01-2025 14:00,A013-ENG,Engine,71.762,1.75,73.04,53.496,1776.756,153.12,24.038,71.94,178,67.408,29.003,0,0
A013,03-01-2025 11:00,A013-ENG,Engine,78.466,1.874,77.849,54.627,1751.928,146.677,24.139,77.835,256,48.804,31.523,0,0
A013,03-01-2025 13:00,A013-ENG,Engine,78.252,2.475,77.191,53.919,1973.929,147.134,23.801,72.481,392,69.81,27.328,0,0
A013,03-01-2025 19:00,A013-ENG,Engine,74.821,2.415,72.743,48.101,1770.709,148.168,24.274,78.77,248,61.535,33.69,0,0
A013,03-01-2025 20:00,A013-ENG,Engine,71.67,2.533,74.264,53.387,1786.354,155.68,24.109,79.146,562,57.039,29.384,0,0
A013,03-01-2025 21:00,A013-ENG,Engine,80.67,2.912,73.848,53.075,1875.767,152.193,24.136,77.767,340,49.405,37.683,0,0
A013,03-01-2025 22:00,A013-ENG,Engine,75.369,2.581,72.898,55.624,1665.721,146.743,24.389,77.583,332,60.853,28.527,0,1
A013,04-01-2025 00:00,A013-ENG,Engine,75.039,2.026,77.284,49.784,1868.172,146.334,23.526,76.723,549,47.306,29.44,0,0
A013,04-01-2025 02:00,A013-ENG,Engine,78.916,3.203,73.412,52.725,1831.623,145.53,23.86,76.158,553,65.371,34.726,0,0
A013,04-01-2025 04:00,A013-ENG,Engine,74.816,2.393,75.88,54.762,1796.312,144.717,23.861,77.225,399,61.513,29.319,0,1
A013,04-01-2025 07:00,A013-ENG,Engine,74.121,2.261,77.208,54.743,1871.54,146.197,24.01,73.837,454,62.682,33.379,0,1
A013,04-01-2025 12:00,A013-ENG,Engine,77.381,2.216,71.065,51.862,1893.315,141.509,24.228,78.929,347,69.202,31.724,0,0
A013,04-01-2025 14:00,A013-ENG,Engine,77.242,2.871,81.313,54.099,1751.957,149.914,23.782,80.414,308,71.424,26.352,0,1
A013,04-01-2025 19:00,A013-ENG,Engine,75.493,3.672,73.784,53.298,1835.963,152.477,24.011,79.223,276,57.292,34.928,0,0
A013,05-01-2025 05:00,A013-ENG,Engine,80.521,3.163,76.249,57.003,1814.201,147.962,23.493,75.961,304,67.149,22.491,0,0
A013,05-01-2025 12:00,A013-ENG,Engine,74.914,2.893,76.417,56.044,1797.738,143.679,24.038,76.069,319,52.125,29.682,0,1
A013,05-01-2025 16:00,A013-ENG,Engine,77.275,2.984,75.008,51.716,1831.682,144.053,23.536,80.584,328,47.898,29.379,0,0
A013,05-01-2025 23:00,A013-ENG,Engine,74.689,3.164,76.703,55.746,1806.647,145.248,23.226,73.638,454,66.908,21.571,0,1
A013,06-01-2025 03:00,A013-ENG,Engine,73.22,2.942,78.021,52.941,1832.992,154.603,23.01,78.87,392,65.533,31.78,0,0
A013,06-01-2025 08:00,A013-ENG,Engine,74.775,2.777,74.307,54.966,1687.021,147.513,23.478,78.968,317,60.989,34.689,0,0
A013,06-01-2025 14:00,A013-ENG,Engine,80.073,2.943,75.38,52.524,1716.324,146.868,23.693,79.794,590,61.154,32.201,0,0
A013,06-01-2025 21:00,A013-ENG,Engine,74.683,3.066,75.488,52.612,1722.571,147.12,23.274,78.902,277,55.428,30.733,0,0
A013,06-01-2025 23:00,A013-ENG,Engine,76.366,2.927,76.112,48.234,1711.662,152.241,23.625,78.144,515,54.817,30.133,0,0
A013,07-01-2025 01:00,A013-ENG,Engine,77.004,2.986,72.48,54.507,1944.743,153.813,23.364,77.876,502,73.4,32.975,0,0
A013,07-01-2025 04:00,A013-ENG,Engine,80.069,3.415,75.339,52.537,1598.171,150.321,23.497,80.301,325,68.249,32.992,0,0
A013,07-01-2025 17:00,A013-ENG,Engine,89.426,7.191,64.66,53.715,1965.307,134.354,23.421,81.512,435,47.241,24.374,1,1
A013,08-01-2025 04:00,A013-ENG,Engine,77.265,3.668,73.966,52.249,1760.94,151.4,23.162,83.084,322,74.608,23.844,0,1
A013,08-01-2025 07:00,A013-ENG,Engine,75.5,2.516,68.583,51.25,1707.662,145.977,23.567,78.601,488,77.026,41.534,0,1
A013,08-01-2025 13:00,A013-ENG,Engine,78.716,3.279,76.219,52.005,1760.523,140.538,23.324,78.298,532,69.957,32.307,0,0
A013,08-01-2025 15:00,A013-ENG,Engine,79.335,3.248,70.467,59.046,1815.882,145.652,22.986,75.553,432,70.483,25.812,0,1
A013,08-01-2025 18:00,A013-ENG,Engine,76.273,3.352,74.795,57.05,1755.995,146.746,23.594,79.686,373,53.916,35.074,0,1
A013,08-01-2025 21:00,A013-ENG,Engine,79.397,3.629,78.025,52.982,1768.276,142.211,23.614,75.608,532,57.463,31.543,0,0
A013,09-01-2025 02:00,A013-ENG,Engine,80.767,3.064,69.125,51.536,1836.353,148.464,23.573,79.116,479,67.226,33.127,0,0
A013,09-01-2025 06:00,A013-ENG,Engine,81.825,3.701,73.861,53.413,1865.603,146.047,23.771,78.9,468,71.788,29.902,0,0
A013,09-01-2025 07:00,A013-ENG,Engine,81.26,2.847,73.777,52.043,1908.102,150.371,23.387,79.944,571,79.326,33.796,0,0
A013,09-01-2025 10:00,A013-ENG,Engine,80.375,3.671,74.659,52.815,1743.454,148.132,23.03,81.818,684,68.994,25.161,0,0
A013,09-01-2025 14:00,A013-ENG,Engine,80.696,3.145,74.504,50.92,1781.794,150.405,23.583,80.135,584,68.812,35.403,0,0
A013,09-01-2025 15:00,A013-ENG,Engine,79.061,2.787,70.416,56.442,1734.66,145.719,23.099,81.002,394,68.585,39.692,0,0
A013,09-01-2025 23:00,A013-ENG,Engine,77.929,2.074,71.719,53.935,1703.043,147.84,23.133,77.972,455,65.712,19.151,0,1
A013,10-01-2025 03:00,A013-ENG,Engine,81.109,3.416,74.88,54.391,1899.189,150.221,23.163,81.454,335,69.575,29.047,0,0
A013,10-01-2025 06:00,A013-ENG,Engine,78.275,2.846,75.242,56.061,1760.357,143.474,23.283,81.112,423,63.692,22.15,0,1
A013,10-01-2025 10:00,A013-ENG,Engine,82.75,2.926,71.476,51.824,1727.18,145.989,23.329,80.07,678,56.397,34.845,0,1
A013,10-01-2025 19:00,A013-ENG,Engine,82.223,3.418,69.008,52.968,1834.001,149.901,22.67,78.944,525,70.584,25.296,1,1
A013,10-01-2025 22:00,A013-ENG,Engine,96.022,7.706,67.775,55,1809.511,135.091,23.437,82.155,390,68.859,32.71,1,1
A013,11-01-2025 06:00,A013-ENG,Engine,80.036,3.369,70.426,51.028,1871.618,141.843,23.045,79.847,430,72.18,29.013,1,0
A013,11-01-2025 08:00,A013-ENG,Engine,80.049,3.51,71.01,51.552,1698.721,145.395,22.866,78.959,374,65.08,39.419,0,0
A013,11-01-2025 09:00,A013-ENG,Engine,87.871,6.95,68.076,50.934,2041.769,141.095,23.545,80.596,740,73.516,33.431,1,1
A013,11-01-2025 10:00,A013-ENG,Engine,79.534,3.828,73.373,52.939,1776.268,142.207,22.935,81.56,369,69.104,33.891,1,0
A013,11-01-2025 13:00,A013-ENG,Engine,94.755,5.851,63.445,53.896,1972.154,130.736,23.247,82.255,427,68.435,31.564,1,1
A013,11-01-2025 14:00,A013-ENG,Engine,82.328,3.185,74.872,57.045,1773.903,144.754,23.681,83.315,554,56.763,32.763,0,1
A013,11-01-2025 15:00,A013-ENG,Engine,94.512,6.326,52.726,55.217,1726.833,137.272,22.838,83.08,567,72.077,29.337,1,1
A013,11-01-2025 18:00,A013-ENG,Engine,81.945,2.96,71.366,53.029,1851.487,144.759,23.651,84.81,361,81.842,39.039,1,0
A013,11-01-2025 20:00,A013-ENG,Engine,80.063,3.113,73.875,51.491,1731.625,151.509,23.48,81.866,409,65.229,31.168,0,0
A013,11-01-2025 23:00,A013-ENG,Engine,75.726,3.163,70.354,53.058,1782.239,147.657,22.938,80.818,760,74.48,18.653,0,0
A013,12-01-2025 03:00,A013-ENG,Engine,80.9,3.951,74.938,52.552,1771.158,148.749,23.179,81.836,546,68.967,33.052,1,0
A013,12-01-2025 11:00,A013-ENG,Engine,77.681,2.81,71.198,53.225,1854.268,151.243,23.472,83.868,428,62.664,35.564,0,0
A013,12-01-2025 13:00,A013-ENG,Engine,79.717,3.266,71.763,51.995,1876.922,146.92,22.834,81.466,764,68.63,35.761,0,1
A013,12-01-2025 15:00,A013-ENG,Engine,83.426,3.743,70.373,52.996,1851.316,143.428,22.933,79.1,559,80.469,40.952,1,0
A013,12-01-2025 23:00,A013-ENG,Engine,84.367,3.219,73.703,54.245,1691.57,148.423,22.8,82.333,667,90.409,31.772,1,0
A013,13-01-2025 00:00,A013-ENG,Engine,93.82,5.252,55.191,54.753,1922.177,141.806,23.513,82.401,635,65.901,41.341,1,1
A013,13-01-2025 05:00,A013-ENG,Engine,92.919,5.847,52.604,57.753,1756.462,140.73,22.569,81.126,421,78.433,28.991,1,1
A013,13-01-2025 06:00,A013-ENG,Engine,83.342,3.528,71.521,53.835,1655.912,145.656,22.999,83.928,423,67.543,39.903,1,1
A013,13-01-2025 12:00,A013-ENG,Engine,82.681,3.824,70.818,52.495,1940.915,149.197,23.235,81.814,509,77.566,31.762,1,1
A013,13-01-2025 13:00,A013-ENG,Engine,79.096,3.046,71.312,50.512,1856.997,139.964,23.086,82.641,599,63.049,29.595,0,1
A013,13-01-2025 23:00,A013-ENG,Engine,79.488,3.658,71.813,49.572,1819.721,147.138,23.022,80.212,614,72.241,20.219,1,0
A013,14-01-2025 00:00,A013-ENG,Engine,96.002,5.551,56.014,52.103,2003.722,131.368,23.814,82.723,531,66.455,39.765,1,1
A013,14-01-2025 02:00,A013-ENG,Engine,85.88,4.156,69.355,54.199,1858.807,143.878,23.552,79.893,578,81.642,29.415,1,1
A013,14-01-2025 03:00,A013-ENG,Engine,88.531,3.357,70.798,52.266,1798.285,152.562,22.918,81.311,681,69.544,29.063,1,0
A013,14-01-2025 06:00,A013-ENG,Engine,83.236,3.546,67.194,51.821,1749.99,145.754,23.468,79.977,428,80.973,38.841,1,1
A013,14-01-2025 22:00,A013-ENG,Engine,83.908,3.645,71.229,52.713,1772.975,147.742,23.193,84.464,451,79.224,18.751,1,1
A013,14-01-2025 23:00,A013-ENG,Engine,95.342,7.701,51.447,53.134,1767.09,142.344,23.599,83.848,728,81.867,37.673,1,1
A013,15-01-2025 01:00,A013-ENG,Engine,78.703,3.063,71.596,54.542,1885.778,143.781,23.035,78.931,603,87.418,35.784,1,1
A013,15-01-2025 02:00,A013-ENG,Engine,82.469,4.311,72.936,52.091,1852.614,142.128,22.501,83.312,478,65.439,21.541,1,0
A013,15-01-2025 10:00,A013-ENG,Engine,81.814,3.816,71.877,52.686,1802.066,145.822,23.64,84.208,655,77.57,18.527,1,0
A013,15-01-2025 11:00,A013-ENG,Engine,84.992,3.454,69.788,56.128,1683.206,140.715,22.481,83.512,624,88.683,31.905,1,1
A013,15-01-2025 15:00,A013-ENG,Engine,85.342,3.77,68.328,55.791,1759.371,144.132,22.994,81.082,749,73.317,26.818,1,1
A013,15-01-2025 17:00,A013-ENG,Engine,85.525,4.056,73.136,52.395,1823.089,145.19,22.68,84.127,757,74.627,28.172,1,1
A013,15-01-2025 20:00,A013-ENG,Engine,81.578,3.684,70.615,48.251,1905.073,158.117,22.649,82.993,701,70.18,25.264,1,0
A013,16-01-2025 11:00,A013-ENG,Engine,83.429,3.415,68.907,54.466,1664.808,151.886,22.92,85.705,824,68.168,29.255,1,0
A013,16-01-2025 12:00,A013-ENG,Engine,82.413,4.567,71.373,52.97,1832.73,151.185,22.84,86.173,558,57.782,29.4,1,0
A013,16-01-2025 15:00,A013-ENG,Engine,82.859,4.035,71.727,54.314,1870.756,137.699,22.369,86.571,658,73.121,29.307,1,0
A013,16-01-2025 16:00,A013-ENG,Engine,95.024,6.294,60.248,54.629,1877.447,132.992,22.373,86.184,660,78.427,26.167,1,1
A013,16-01-2025 19:00,A013-ENG,Engine,82.53,4.249,68.336,50.72,1864.132,147.337,23.198,85.44,619,73.947,36.871,1,1
A013,16-01-2025 21:00,A013-ENG,Engine,82.139,3.753,70.666,53.09,1706.994,140.339,22.526,86.118,486,73.435,30.532,1,1
A013,17-01-2025 02:00,A013-ENG,Engine,82.872,3.89,68.004,56.224,1776.263,145.052,23.125,89.03,760,75.734,20.64,1,1
A013,17-01-2025 05:00,A013-ENG,Engine,85.601,4.418,65.909,52.835,1839.811,146.781,22.468,85.597,829,80.081,27.252,1,0
A013,17-01-2025 09:00,A013-ENG,Engine,85.116,3.35,69.347,52.472,1795.078,142.024,22.805,86.508,805,75.608,36.899,1,1
A013,17-01-2025 10:00,A013-ENG,Engine,79.542,3.923,68.486,53.419,1646.165,148.136,22.872,88.021,883,76.678,31.706,1,0
A013,17-01-2025 11:00,A013-ENG,Engine,97.478,7.05,56.426,54.38,1769.184,132.932,22.115,83.164,741,83.763,35.293,1,1
A014,01-01-2025 01:00,A014-ENG,Engine,71.65,1.94,74.649,61.107,1803.402,153.642,23.163,74.282,323,44.924,27.678,0,0
A014,01-01-2025 03:00,A014-ENG,Engine,75.425,2.098,80.976,56.615,1736.654,157.533,24.141,75.022,352,47.016,24.14,0,0
A014,01-01-2025 05:00,A014-ENG,Engine,74.447,2.406,81.17,53.459,1621.968,143.169,23.883,73.579,307,47.466,33.669,0,0
A014,01-01-2025 07:00,A014-ENG,Engine,71.005,2.446,75.955,58.55,2060.31,147.508,24.391,74.887,377,38.731,36.486,0,0
A014,01-01-2025 09:00,A014-ENG,Engine,70.827,1.927,80.223,57.298,1827.924,147.567,23.303,78.545,391,47.302,36.61,0,0
A014,01-01-2025 15:00,A014-ENG,Engine,71.45,2.506,77.271,55.125,1750.899,160.939,23.692,76.495,391,71.839,35.493,0,0
A014,01-01-2025 18:00,A014-ENG,Engine,68.51,1.855,78.784,56.036,1878.383,146.607,23.92,73.814,159,41.209,32.032,0,0
A014,02-01-2025 07:00,A014-ENG,Engine,68.429,2.399,79.643,57.315,1773.95,155.792,24.111,72.017,266,52.478,29.913,0,0
A014,02-01-2025 13:00,A014-ENG,Engine,71.773,2.771,78.849,54.904,1976.772,146.363,23.365,77.751,474,58.813,35.346,0,0
A014,02-01-2025 15:00,A014-ENG,Engine,70.041,2.259,77.756,53.716,1761.163,155.124,23.918,80.954,156,47.325,37.53,0,0
A014,02-01-2025 16:00,A014-ENG,Engine,74.453,2.122,82.313,53.077,1753.141,147.461,23.959,76.656,194,45.547,29.434,0,0
A014,02-01-2025 21:00,A014-ENG,Engine,68.729,2.129,82.544,55.501,1778.727,148.935,23.207,75.541,430,60.872,28.028,0,1
A014,03-01-2025 12:00,A014-ENG,Engine,72.846,2.023,77.032,51.881,1844.433,152.573,23.292,76.589,377,51.052,36.021,0,0
A014,03-01-2025 13:00,A014-ENG,Engine,71.656,2.244,76.6,55.588,1902.251,148.908,23.722,77.854,438,53.604,30.794,0,0
A014,03-01-2025 20:00,A014-ENG,Engine,71.992,2.353,78.58,53.092,1746.8,148.884,23.589,74.744,219,43.629,29.782,0,0
A014,04-01-2025 03:00,A014-ENG,Engine,71.818,2.33,73.799,55.859,1838.238,150.227,24.111,78.959,499,57.795,24.145,0,0
A014,04-01-2025 05:00,A014-ENG,Engine,74.465,2.109,79.664,54.263,1786.64,144.439,24.223,74.541,454,43.322,30.708,0,0
A014,04-01-2025 07:00,A014-ENG,Engine,70.316,2.178,77.547,53.36,1744.963,157.164,24.391,71.892,189,53.396,24.041,0,0
A014,04-01-2025 12:00,A014-ENG,Engine,70.206,2.131,78.573,50.03,1667.468,148.742,23.891,76.428,304,56.873,25.697,0,0
A014,04-01-2025 19:00,A014-ENG,Engine,73.128,3.094,75.944,52.407,1761.028,142.528,23.067,78.595,552,56.479,23.564,0,0
A014,04-01-2025 21:00,A014-ENG,Engine,77.389,2.024,78.755,54.813,1861.577,154.909,24.22,78.338,290,52,28.503,0,0
A014,04-01-2025 23:00,A014-ENG,Engine,76.681,2.932,79.288,55.754,1666.988,152.236,23.278,76.132,367,47.422,22.157,0,0
A014,05-01-2025 07:00,A014-ENG,Engine,74.246,2.916,74.823,53.134,1726.119,148.272,23.769,79.659,219,57.341,36.684,0,0
A014,05-01-2025 08:00,A014-ENG,Engine,70.354,2.367,74.851,52.689,1761.86,150.805,23.789,79.577,505,57.716,27.043,0,0
A014,05-01-2025 13:00,A014-ENG,Engine,73.776,2.154,79.41,54.746,1564.469,149.577,24.12,76.533,350,46.752,23.554,0,1
A014,05-01-2025 16:00,A014-ENG,Engine,76.053,2.881,71.858,54.018,1662.389,141.676,23.582,78.414,334,42.779,31.357,0,0
A014,05-01-2025 17:00,A014-ENG,Engine,73.643,2.193,76.649,53.772,1768.899,148.725,23.596,75.35,317,61.796,36.568,0,0
A014,06-01-2025 01:00,A014-ENG,Engine,74.588,2.874,79.702,56.7,1944.251,147.687,22.906,73.019,590,61.893,29.7,0,0
A014,06-01-2025 05:00,A014-ENG,Engine,76.884,1.947,78.548,54.034,1857.289,147.575,23.8,78.218,530,51.596,26.207,0,0
A014,06-01-2025 10:00,A014-ENG,Engine,73.551,3.049,75.681,57.163,1802.342,150.488,23.958,80.697,493,61.28,43.108,0,1
A014,06-01-2025 14:00,A014-ENG,Engine,76.097,2.805,75.564,53.252,1833.349,143.527,24.613,73.32,251,52.026,32.571,0,0
A014,06-01-2025 15:00,A014-ENG,Engine,75.221,2.198,73.248,55.741,1873.54,148.359,23.864,78.561,425,50.383,24.208,0,0
A014,06-01-2025 17:00,A014-ENG,Engine,76.245,1.953,73.996,54.472,1962.571,150.053,23.781,77.428,312,56.526,28.964,0,1
A014,06-01-2025 18:00,A014-ENG,Engine,92.71,4.671,69.622,56.212,1839.365,140.296,23.538,76.703,521,62.255,34.148,1,0
A014,06-01-2025 19:00,A014-ENG,Engine,76.138,2.005,79.504,54.285,1817.306,154.43,23.375,78.707,517,49.926,22.514,0,0
A014,06-01-2025 20:00,A014-ENG,Engine,77.069,2.678,78.035,54.42,1894.116,152.891,23.65,80.346,443,63.947,24.091,0,0
A014,06-01-2025 23:00,A014-ENG,Engine,74.109,2.654,78.723,54.672,1878.294,150.223,23.315,75.953,324,54.679,28.493,0,1
A014,07-01-2025 13:00,A014-ENG,Engine,79.934,5.046,70.398,52.553,1939.686,139.49,23.382,78.874,510,46.841,25.291,1,1
A014,07-01-2025 15:00,A014-ENG,Engine,74.515,3.19,73.795,50.598,1757.445,145.386,23.594,81.539,450,55.087,31.644,0,1
A014,07-01-2025 16:00,A014-ENG,Engine,75.702,3.086,73.764,53.384,1790.68,141.927,23.76,77.79,319,57.483,32.894,0,0
A014,08-01-2025 03:00,A014-ENG,Engine,74.717,3.128,78.581,52.447,1749.441,151.324,23.592,79.92,362,60.719,29.747,0,0
A014,08-01-2025 10:00,A014-ENG,Engine,71.436,2.297,73.87,53.049,1841.879,149.436,23.684,78.84,319,64.506,19.283,0,0
A014,08-01-2025 12:00,A014-ENG,Engine,78.029,3.079,72.136,51.954,1825.957,152.732,23.214,76.647,597,67.413,21.259,0,0
A014,08-01-2025 20:00,A014-ENG,Engine,78.526,2.527,71.152,54.167,1685.745,142.503,23.067,79.959,450,65.884,28.346,0,0
A014,09-01-2025 02:00,A014-ENG,Engine,80.437,2.946,71.574,54.967,1728.514,150.107,23.519,76.848,627,63.145,23.826,0,0
A014,09-01-2025 05:00,A014-ENG,Engine,74.003,3.168,72.043,55.291,1757.964,138.245,23.635,81.528,350,65.107,27.669,0,1
A014,09-01-2025 06:00,A014-ENG,Engine,77.688,2.838,73.833,52.091,1813.291,152.596,23.448,77.24,412,60.317,32.406,0,0
A014,09-01-2025 12:00,A014-ENG,Engine,76.284,3.335,72.552,52.893,1654.443,150.986,23.584,81.225,394,61.929,30.406,0,0
A014,09-01-2025 20:00,A014-ENG,Engine,75.53,2.289,71.464,52.853,1840.389,154.766,23.182,79.026,670,50.788,34.278,0,0
A014,09-01-2025 22:00,A014-ENG,Engine,81.494,3.301,74.848,54.535,1877.266,145.345,23.287,82.506,378,70.655,26.144,0,0
A014,09-01-2025 23:00,A014-ENG,Engine,81.802,3.229,75.118,55.008,1738.889,140.361,23.198,78.981,701,53.668,26.986,0,0
A014,10-01-2025 05:00,A014-ENG,Engine,78.6,3.209,74.447,53.898,1953.837,144.789,23.784,77.905,353,64.758,32.434,0,0
A014,10-01-2025 06:00,A014-ENG,Engine,78.537,2.753,72.018,51.289,1744.828,142.1,23.988,79.934,392,61.94,24.261,0,0
A014,10-01-2025 19:00,A014-ENG,Engine,83.677,2.861,70.194,53.336,1868.732,154.287,23.258,80.178,393,71.722,25.385,0,0
A014,10-01-2025 21:00,A014-ENG,Engine,73.823,3.616,73.708,53.668,1876.761,152.585,23.21,79.101,506,62.778,29.342,0,0
A014,10-01-2025 22:00,A014-ENG,Engine,81.499,3.673,72.303,56.732,1700.946,147.622,23.652,82.055,723,74.309,24.876,0,0
A014,11-01-2025 02:00,A014-ENG,Engine,79.346,3.221,74.679,50.228,1746.577,144.956,23.566,82.078,704,75.312,32.44,0,0
A014,11-01-2025 03:00,A014-ENG,Engine,77.609,2.747,71.292,51.004,1740.468,147.724,23.148,81.594,566,65.095,18.316,0,0
A014,11-01-2025 04:00,A014-ENG,Engine,78.932,3.105,74.442,54.557,1738.667,142.98,23.254,80.176,707,84.976,29.203,0,0
A014,11-01-2025 07:00,A014-ENG,Engine,81.164,3.113,74.635,52.613,1840.181,153.102,22.885,81.876,646,49.157,27.489,0,1
A014,11-01-2025 08:00,A014-ENG,Engine,81.537,2.576,75.945,56.569,1758.332,144.548,23.298,80.898,660,61.894,37.175,0,0
A014,11-01-2025 10:00,A014-ENG,Engine,78.839,2.839,74.375,55.99,1851.13,142.192,23.133,79.992,658,70.811,24.71,0,0
A014,11-01-2025 12:00,A014-ENG,Engine,77.497,3.479,74.692,55.665,1730.078,144.119,23.436,81.435,581,52.37,39.35,0,0
A014,11-01-2025 14:00,A014-ENG,Engine,75.968,3.515,73.619,52.607,1660.333,148.393,23.334,85.886,725,61.949,37.768,0,0
A014,11-01-2025 15:00,A014-ENG,Engine,81.57,3.172,73.842,52.507,1821.193,143.968,23.392,79.466,371,63.004,32.487,0,0
A014,11-01-2025 17:00,A014-ENG,Engine,74.228,2.621,76.014,53.526,1750.823,148.356,23.602,79.312,669,63.5,30.192,0,0
A014,11-01-2025 18:00,A014-ENG,Engine,80.126,2.467,73.701,50.954,1817.693,149.437,23.246,80.144,435,53.736,29.815,0,0
A014,11-01-2025 19:00,A014-ENG,Engine,77.739,3.629,73.891,54.896,1755.081,149.703,23.441,80.114,453,52.346,36.341,0,0
A014,12-01-2025 00:00,A014-ENG,Engine,78.755,3.604,76.71,51.06,1790.459,152.4,23.079,82.212,749,68.942,37.045,0,0
A014,12-01-2025 01:00,A014-ENG,Engine,80.755,3.221,78.094,54.164,1749.002,141.702,23.145,82.351,733,65.538,23.689,0,1
A014,12-01-2025 07:00,A014-ENG,Engine,79.841,2.912,70.426,53.289,1917.587,152.957,22.734,83.644,500,71.455,36.924,0,0
A014,12-01-2025 09:00,A014-ENG,Engine,79.052,3.275,75.389,50.313,1786.357,151.547,22.573,81.811,624,53.02,27.852,0,0
A014,12-01-2025 10:00,A014-ENG,Engine,76.074,3.728,73.919,54.919,1701.429,145.002,23.528,80.35,656,65.222,29.673,0,0
A014,13-01-2025 00:00,A014-ENG,Engine,78.715,3.482,75.912,52.502,1749.882,144.039,22.838,83.088,574,74.998,32.296,0,0
A014,13-01-2025 02:00,A014-ENG,Engine,81.409,3.471,77.412,50.581,1701.232,146.237,23.088,82.517,633,72.951,28.721,0,0
A014,13-01-2025 03:00,A014-ENG,Engine,76.998,2.065,68.759,54.607,1899.229,141.246,23.453,77.418,667,58.074,27.662,0,0
A014,13-01-2025 04:00,A014-ENG,Engine,79.635,3.627,78.734,55.186,1691.087,149.854,22.898,85.102,638,71.452,24.886,0,1
A014,13-01-2025 12:00,A014-ENG,Engine,79.91,3.222,74.032,54.837,1697.522,140.884,23.083,82.428,598,74.107,36.339,0,1
A014,13-01-2025 13:00,A014-ENG,Engine,81.468,2.729,74.238,51.08,1851.473,141.611,23.118,81.906,686,83.988,25.516,0,1
A014,13-01-2025 14:00,A014-ENG,Engine,80.7,3.118,69.932,51.787,1747.834,143.244,22.899,81.343,735,74.376,22.82,0,0
A014,13-01-2025 20:00,A014-ENG,Engine,77.646,3.378,75.308,54.694,1633.36,146.005,22.98,78.066,450,74.027,34.01,0,1
A014,14-01-2025 05:00,A014-ENG,Engine,79.003,2.837,74.545,51.314,1948.168,146.746,23.178,84.59,580,65.035,32.349,0,0
A014,14-01-2025 07:00,A014-ENG,Engine,80.381,2.902,74.719,53.051,1873.241,146.474,23.413,83.278,781,79.053,25.472,0,0
